algo,episode,src,dst,path,hops,total_delay_ms,dropped,reward,loss,avg_utilization,avg_queue_util,total_dropped_data,link0_nodes,link0_delay,link0_bandwidth,link0_load,link0_utilization,link0_queue_size_cur,link0_queue_used_cur,link0_queue_util,link0_dropped_data,link1_nodes,link1_delay,link1_bandwidth,link1_load,link1_utilization,link1_queue_size_cur,link1_queue_used_cur,link1_queue_util,link1_dropped_data,link2_nodes,link2_delay,link2_bandwidth,link2_load,link2_utilization,link2_queue_size_cur,link2_queue_used_cur,link2_queue_util,link2_dropped_data,link3_nodes,link3_delay,link3_bandwidth,link3_load,link3_utilization,link3_queue_size_cur,link3_queue_used_cur,link3_queue_util,link3_dropped_data,link4_nodes,link4_delay,link4_bandwidth,link4_load,link4_utilization,link4_queue_size_cur,link4_queue_used_cur,link4_queue_util,link4_dropped_data,link5_nodes,link5_delay,link5_bandwidth,link5_load,link5_utilization,link5_queue_size_cur,link5_queue_used_cur,link5_queue_util,link5_dropped_data,link6_nodes,link6_delay,link6_bandwidth,link6_load,link6_utilization,link6_queue_size_cur,link6_queue_used_cur,link6_queue_util,link6_dropped_data,link7_nodes,link7_delay,link7_bandwidth,link7_load,link7_utilization,link7_queue_size_cur,link7_queue_used_cur,link7_queue_util,link7_dropped_data
DQN,52683,7,5,7→5,1,9.5376,1,0.9378,0.000752,0.0514,0.0979,7.0000,7→5,9.5376,186.6560,79.2095,0.4244,25,25.0000,1.0000,7.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52684,5,1,5→4→1,2,12.9882,1,0.8225,0.000965,0.0335,0.0674,12.0762,5→4,6.2930,150.6750,28.9817,0.1923,79,79.0000,1.0000,0.0000,4→1,6.6953,132.2010,71.0944,0.5378,44,44.0000,1.0000,12.0762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52685,0,7,0→2→6→7,3,18.6194,0,0.7763,0.000944,0.0456,0.0954,0.0000,0→2,3.1389,107.0934,14.8996,0.1391,81,81.0000,1.0000,0.0000,2→6,5.5528,73.5356,31.1231,0.4232,90,90.0000,1.0000,0.0000,6→7,9.9276,170.0878,31.1231,0.1830,79,79.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52686,0,3,0→1→3,2,14.2787,0,0.8271,0.000744,0.0397,0.0810,0.0000,0→1,8.9626,63.2843,10.0000,0.1580,86,86.0000,1.0000,0.0000,1→3,5.3161,37.3318,10.0000,0.2679,80,80.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52687,5,6,5→4→5→7→6,4,24.4890,0,0.1889,0.001160,0.0255,0.0608,0.0000,5→4,7.0534,105.1146,7.0000,0.0666,67,67.0000,1.0000,0.0000,4→5,7.0534,105.1146,7.0000,0.0666,67,67.0000,1.0000,0.0000,5→7,8.3590,34.9712,7.0000,0.2002,39,39.0000,1.0000,0.0000,7→6,2.0233,197.4051,61.8519,0.3133,97,97.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52688,0,1,0→1,1,7.7086,0,0.9638,0.000763,0.0413,0.0774,0.0000,0→1,7.7086,63.5558,35.3131,0.5556,91,91.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52689,5,6,5→7→6,2,9.9026,0,0.8823,0.000992,0.0350,0.0746,0.0000,5→7,7.0880,187.7710,11.0000,0.0586,71,71.0000,1.0000,0.0000,7→6,2.8146,47.8476,11.0000,0.2299,59,59.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52690,1,4,1→2→4,2,11.5214,0,0.8595,0.001023,0.0467,0.1229,0.0000,1→2,6.8950,75.9310,7.0000,0.0922,76,76.0000,1.0000,0.0000,2→4,4.6264,34.5574,7.0000,0.2026,90,90.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52691,0,7,0→2→6→7,3,14.9978,1,0.3284,0.001036,0.0415,0.0973,90.2064,0→2,3.4882,184.0650,120.2064,0.6531,76,76.0000,1.0000,0.0000,2→6,9.3216,54.5865,30.0000,0.5496,30,30.0000,1.0000,90.2064,6→7,2.1880,99.8458,72.8254,0.7294,92,92.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52692,6,3,6→4→3,2,15.4156,0,0.8503,0.000856,0.0532,0.1306,0.0000,6→4,7.8835,195.3965,9.0000,0.0461,55,55.0000,1.0000,0.0000,4→3,7.5321,101.1271,9.0000,0.0890,21,21.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52693,0,7,0→2→6→7,3,21.1806,0,0.7279,0.000920,0.0501,0.1194,0.0000,0→2,7.4981,77.7003,8.0000,0.1030,92,92.0000,1.0000,0.0000,2→6,6.8237,79.5599,8.0000,0.1006,54,54.0000,1.0000,0.0000,6→7,6.8587,158.9365,8.0000,0.0503,61,61.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52694,6,5,6→4→1→3→5,4,20.8895,1,0.3232,0.000972,0.0267,0.0896,50.9177,6→4,5.4836,128.2433,63.9179,0.4984,46,46.0000,1.0000,0.0000,4→1,5.9150,173.7917,47.0000,0.2704,47,47.0000,1.0000,16.9179,1→3,5.6023,37.8470,28.9997,0.7662,21,21.0000,1.0000,33.9997,3→5,3.8886,66.0571,28.9997,0.4390,96,96.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52695,5,1,5→4→1,2,14.2230,1,0.8192,0.000572,0.0656,0.1218,10.8500,5→4,7.4790,172.6249,14.0000,0.0811,62,62.0000,1.0000,0.0000,4→1,6.7440,158.0149,55.2260,0.3495,21,21.0000,1.0000,10.8500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52696,0,3,0→1→3,2,8.5310,0,0.8684,0.000911,0.0508,0.0923,0.0000,0→1,4.0109,99.1340,12.0000,0.1210,21,21.0000,1.0000,0.0000,1→3,4.5201,102.8614,31.7945,0.3091,58,58.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52697,0,4,0→2→4,2,5.8753,0,0.8861,0.001420,0.0193,0.0245,0.0000,0→2,1.1779,187.9626,9.0000,0.0479,37,37.0000,1.0000,0.0000,2→4,4.6973,21.0813,19.4371,0.9220,21,21.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52698,5,3,5→3,1,5.8008,0,0.9557,0.000187,0.0405,0.0977,0.0000,5→3,5.8008,52.8851,8.0000,0.1513,31,31.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52699,1,4,1→4,1,9.6639,0,0.9671,0.001081,0.0412,0.0754,0.0000,1→4,9.6639,132.2861,10.0000,0.0756,42,42.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52700,1,7,1→4→5→7,3,15.5672,0,0.7157,0.000804,0.0321,0.0709,0.0000,1→4,7.1703,94.5002,13.0000,0.1376,35,35.0000,1.0000,0.0000,4→5,5.8681,116.5816,13.0000,0.1115,24,24.0000,1.0000,0.0000,5→7,2.5288,38.1200,13.0000,0.3410,59,59.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52701,6,7,6→7,1,5.5625,0,0.9728,0.000767,0.0772,0.1762,0.0000,6→7,5.5625,118.7690,20.7694,0.1749,32,32.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52702,3,6,3→4→6,2,12.5834,1,0.8035,0.000642,0.0414,0.0658,1.1789,3→4,9.4493,104.5860,62.7760,0.6002,97,97.0000,1.0000,0.0000,4→6,3.1341,95.8725,90.4029,0.9429,76,76.0000,1.0000,1.1789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52703,4,1,4→1,1,6.7743,0,0.9646,0.000225,0.0783,0.1790,0.0000,4→1,6.7743,95.6831,17.0000,0.1777,38,38.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52704,0,6,0→2→6,2,11.2121,1,0.6509,0.000900,0.0559,0.1241,61.6125,0→2,7.8086,197.6056,78.1865,0.3957,20,20.0000,1.0000,4.0000,2→6,3.4035,149.7411,23.4260,0.1564,22,22.0000,1.0000,57.6125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52705,0,4,0→1→4,2,8.1176,0,0.9090,0.000389,0.0522,0.1212,0.0000,0→1,1.6793,59.8498,10.0000,0.1671,80,80.0000,1.0000,0.0000,1→4,6.4383,94.2084,10.0000,0.1061,56,56.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52706,3,2,3→4→2,2,6.2086,0,0.9260,0.000397,0.0453,0.1511,0.0000,3→4,1.9013,141.6011,25.7039,0.1815,60,60.0000,1.0000,0.0000,4→2,4.3072,168.2588,25.7039,0.1528,32,32.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52707,6,2,6→2,1,4.8724,0,1.0149,0.000526,0.0718,0.1175,0.0000,6→2,4.8724,167.8005,13.4337,0.0801,78,78.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52708,7,6,7→6,1,9.8477,0,0.9602,0.000416,0.0541,0.1560,0.0000,7→6,9.8477,120.2888,5.0000,0.0416,33,33.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52709,1,2,1→2,1,8.0665,0,0.9673,0.000479,0.0336,0.0487,0.0000,1→2,8.0665,57.6964,9.0000,0.1560,72,72.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52710,5,6,5→4→2→6,3,19.7305,1,0.6257,0.000648,0.0615,0.1590,23.2864,5→4,8.8347,105.7866,68.2864,0.6455,74,74.0000,1.0000,0.0000,4→2,1.5173,110.0869,68.2864,0.6203,74,74.0000,1.0000,0.0000,2→6,9.3785,66.2912,45.0000,0.6788,45,45.0000,1.0000,23.2864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52711,1,2,1→2,1,5.7212,0,0.9891,0.000616,0.0525,0.0872,0.0000,1→2,5.7212,189.0738,31.1854,0.1649,30,30.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52712,0,7,0→2→6→7,3,17.7600,0,0.7412,0.000635,0.0357,0.0386,0.0000,0→2,8.2746,112.6155,8.0000,0.0710,70,70.0000,1.0000,0.0000,2→6,5.4721,81.7443,8.0000,0.0979,57,57.0000,1.0000,0.0000,6→7,4.0134,78.1785,11.8554,0.1516,84,84.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52713,6,7,6→7,1,9.7884,0,0.9279,0.000286,0.0633,0.1030,0.0000,6→7,9.7884,36.4993,8.0000,0.2192,24,24.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52714,0,6,0→2→6,2,3.8459,0,0.9697,0.000527,0.0518,0.0623,0.0000,0→2,1.6116,156.1061,11.0000,0.0705,94,94.0000,1.0000,0.0000,2→6,2.2343,91.5610,11.0000,0.1201,98,98.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52715,4,6,4→6,1,4.2696,0,0.9848,0.000488,0.0736,0.1227,0.0000,4→6,4.2696,86.5954,33.9228,0.3917,78,78.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52716,7,3,7→5→3,2,15.4266,0,0.8229,0.001059,0.0469,0.1055,0.0000,7→5,6.4462,58.0828,22.7595,0.3918,28,28.0000,1.0000,0.0000,5→3,8.9804,167.2131,49.8935,0.2984,99,99.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52717,4,1,4→1,1,9.9859,0,0.9421,0.000367,0.0482,0.0850,0.0000,4→1,9.9859,72.1039,19.0000,0.2635,40,40.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52718,2,3,2→4→3,2,11.5971,0,0.8911,0.000665,0.0397,0.0941,0.0000,2→4,3.6812,146.7667,14.0000,0.0954,55,55.0000,1.0000,0.0000,4→3,7.9159,106.3384,14.0000,0.1317,55,55.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52719,1,5,1→3→5,2,10.5781,0,0.9014,0.000808,0.0396,0.0819,0.0000,1→3,1.4622,97.3149,17.8367,0.1833,44,44.0000,1.0000,0.0000,3→5,9.1160,146.6578,17.8367,0.1216,73,73.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52720,6,3,6→4→3,2,12.8875,0,0.8660,0.000641,0.0501,0.1110,0.0000,6→4,6.5331,130.3737,13.7896,0.1058,54,54.0000,1.0000,0.0000,4→3,6.3544,88.1927,18.5236,0.2100,97,97.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52721,0,5,0→1→3→5,3,12.9577,1,0.7609,0.000501,0.0338,0.0742,10.5627,0→1,1.2506,185.5843,41.7352,0.2249,37,37.0000,1.0000,0.0000,1→3,6.0459,184.8372,38.8276,0.2101,35,35.0000,1.0000,10.5627,3→5,5.6613,172.5176,38.8276,0.2251,83,83.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52722,4,5,4→5,1,6.8941,0,1.0032,0.001077,0.0594,0.1381,0.0000,4→5,6.8941,195.8209,5.0000,0.0255,54,54.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52723,1,2,1→2,1,5.1125,0,1.0152,0.000486,0.0547,0.1327,0.0000,1→2,5.1125,196.1834,7.0000,0.0357,63,63.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52724,7,5,7→5,1,4.0377,0,1.0178,0.000738,0.0381,0.0526,0.0000,7→5,4.0377,154.0178,23.2804,0.1512,89,89.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52725,6,0,6→2→0,2,11.4832,0,0.8777,0.000518,0.0431,0.0584,0.0000,6→2,9.1150,147.9321,10.0000,0.0676,93,93.0000,1.0000,0.0000,2→0,2.3682,106.0818,10.0000,0.0943,72,72.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52726,6,0,6→2→0,2,6.4885,0,0.9019,0.000569,0.0517,0.1099,0.0000,6→2,2.0182,88.4929,51.9093,0.5866,67,67.0000,1.0000,0.0000,2→0,4.4703,151.9605,51.9093,0.3416,82,82.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52727,4,5,4→5,1,2.7200,0,1.0170,0.000972,0.0674,0.1434,0.0000,4→5,2.7200,139.5044,41.7790,0.2995,95,95.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52728,0,4,0→2→4,2,11.8035,1,0.8340,0.000456,0.0618,0.1845,7.0000,0→2,9.6999,171.9974,10.0000,0.0581,92,92.0000,1.0000,0.0000,2→4,2.1036,119.6892,45.0086,0.3760,20,20.0000,1.0000,7.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52729,6,2,6→2,1,4.3528,0,0.9797,0.000459,0.0569,0.1378,0.0000,6→2,4.3528,128.1390,12.0000,0.0936,24,24.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52730,1,5,1→4→2→6→7→5,5,29.8093,1,0.3321,0.000811,0.0246,0.0493,19.0325,1→4,8.3342,152.3998,35.9833,0.2361,82,82.0000,1.0000,0.0000,4→2,9.0645,47.0325,57.2557,1.2174,89,89.0000,1.0000,0.0000,2→6,1.8631,77.5566,42.2233,0.5444,32,32.0000,1.0000,15.0325,6→7,4.5809,125.8067,38.2233,0.3038,28,28.0000,1.0000,4.0000,7→5,5.9667,106.9969,61.4032,0.5739,66,66.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52731,4,1,4→1,1,7.8822,0,0.9955,0.002111,0.0745,0.1617,0.0000,4→1,7.8822,121.5198,13.0000,0.1070,91,91.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52732,6,1,6→2→1,2,10.4201,1,0.7806,0.000239,0.0201,0.0433,36.3835,6→2,2.8585,143.9814,71.9433,0.4997,69,69.0000,1.0000,0.0000,2→1,7.5616,172.6688,56.4402,0.3269,46,46.0000,1.0000,36.3835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52733,6,0,6→2→0,2,14.5424,0,0.8775,0.001072,0.0292,0.0469,0.0000,6→2,5.8176,190.5777,7.0000,0.0367,30,30.0000,1.0000,0.0000,2→0,8.7248,128.5566,7.0000,0.0545,85,85.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52734,7,2,7→5→4→2,3,16.5233,0,0.7475,0.000663,0.0256,0.0997,0.0000,7→5,3.9140,41.9921,8.0000,0.1905,37,37.0000,1.0000,0.0000,5→4,8.1767,151.9110,8.0000,0.0527,85,85.0000,1.0000,0.0000,4→2,4.4325,48.5136,14.4961,0.2988,99,99.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52735,3,4,3→4,1,7.9089,1,0.9370,0.001378,0.0682,0.1814,1.8872,3→4,7.9089,93.4580,41.8872,0.4482,27,27.0000,1.0000,1.8872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52736,6,2,6→2,1,9.6151,0,0.9681,0.000693,0.0594,0.1387,0.0000,6→2,9.6151,132.8143,19.3681,0.1458,49,49.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52737,3,6,3→4→6,2,16.2376,0,0.7714,0.000825,0.0583,0.1316,0.0000,3→4,9.7355,126.4807,24.2349,0.1916,39,39.0000,1.0000,0.0000,4→6,6.5021,30.7383,24.2349,0.7884,33,33.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52738,3,5,3→5,1,9.8143,0,0.9847,0.000700,0.0436,0.0738,0.0000,3→5,9.8143,129.2382,8.0000,0.0619,79,79.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52739,7,6,7→5→4→6,3,18.8993,1,0.5985,0.000544,0.0320,0.0659,34.0772,7→5,6.9911,75.5253,8.2642,0.1094,23,23.0000,1.0000,0.0000,5→4,7.7389,154.0559,74.0772,0.4808,69,69.0000,1.0000,0.0000,4→6,4.1694,154.0542,40.0000,0.2596,40,40.0000,1.0000,34.0772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52740,7,4,7→6→4,2,3.9593,0,0.8798,0.000634,0.0686,0.1296,0.0000,7→6,2.8544,32.7462,13.0000,0.3970,25,25.0000,1.0000,0.0000,6→4,1.1049,136.6249,52.1566,0.3818,82,82.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52741,0,7,0→2→6→7,3,18.2008,0,0.7219,0.000556,0.0389,0.0665,0.0000,0→2,8.8967,92.1592,9.0000,0.0977,68,68.0000,1.0000,0.0000,2→6,4.5894,120.3850,27.3475,0.2272,38,38.0000,1.0000,0.0000,6→7,4.7148,180.4702,101.1469,0.5605,79,79.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52742,2,0,2→0,1,7.2726,0,0.9671,0.001439,0.0701,0.1695,0.0000,2→0,7.2726,110.1109,7.0000,0.0636,31,31.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52743,0,5,0→1→3→5,3,23.1115,0,0.7057,0.001271,0.0389,0.1385,0.0000,0→1,7.1295,109.3081,6.0000,0.0549,38,38.0000,1.0000,0.0000,1→3,6.3904,25.5984,6.0000,0.2344,59,59.0000,1.0000,0.0000,3→5,9.5916,199.5222,6.0000,0.0301,73,73.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52744,7,2,7→6→2,2,10.3402,0,0.8971,0.000600,0.0334,0.0516,0.0000,7→6,4.4168,72.7177,12.0000,0.1650,91,91.0000,1.0000,0.0000,6→2,5.9234,116.3672,12.0000,0.1031,81,81.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52745,1,3,1→3,1,2.8238,0,0.9875,0.000231,0.0575,0.0831,0.0000,1→3,2.8238,81.5475,40.7853,0.5001,82,82.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52746,5,6,5→7→6,2,11.1508,0,0.8794,0.000289,0.0243,0.0507,0.0000,5→7,2.4029,96.0067,10.0000,0.1042,21,21.0000,1.0000,0.0000,7→6,8.7478,179.8660,10.0000,0.0556,24,24.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52747,5,2,5→4→2,2,11.1250,0,0.8373,0.000535,0.0264,0.0341,0.0000,5→4,6.5054,21.5888,13.4720,0.6240,70,70.0000,1.0000,0.0000,4→2,4.6196,100.7773,13.4720,0.1337,84,84.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52748,6,4,6→4,1,5.5751,1,0.9576,0.000264,0.0346,0.0870,8.0000,6→4,5.5751,195.3010,54.7735,0.2805,20,20.0000,1.0000,8.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52749,4,3,4→3,1,7.9500,0,0.9580,0.000714,0.0713,0.1553,0.0000,4→3,7.9500,59.4276,11.0000,0.1851,54,54.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52750,3,6,3→5→7→6,3,16.1835,1,0.2426,0.000360,0.0547,0.0512,91.5357,3→5,9.0171,143.4442,62.1812,0.4335,25,25.0000,1.0000,17.0000,5→7,6.0948,152.4414,75.6772,0.4964,41,41.0000,1.0000,55.8584,7→6,1.0716,43.8712,57.0000,1.2993,57,57.0000,1.0000,18.6772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52751,7,1,7→5→3→1,3,17.1892,1,0.6315,0.000936,0.0411,0.0485,10.2298,7→5,6.4741,198.0350,43.5136,0.2197,25,25.0000,1.0000,0.5136,5→3,1.0301,38.9283,48.2026,1.2382,41,41.0000,1.0000,9.7162,3→1,9.6849,44.1836,48.2026,1.0910,80,80.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52752,2,1,2→1,1,5.5949,0,0.9779,0.000281,0.0478,0.1187,0.0000,2→1,5.5949,91.2136,10.0000,0.1096,51,51.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52753,6,4,6→4,1,6.6470,0,0.9789,0.000913,0.0578,0.1602,0.0000,6→4,6.6470,80.3635,8.0000,0.0995,67,67.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52754,1,0,1→0,1,8.0759,0,0.9439,0.000941,0.0685,0.0923,0.0000,1→0,8.0759,38.7298,14.8773,0.3841,53,53.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,52755,1,5,1→3→5,2,10.7310,1,0.7475,0.000421,0.0340,0.0545,19.1237,1→3,6.1206,29.4258,24.5237,0.8334,26,26.0000,1.0000,0.0000,3→5,4.6104,190.5200,71.6663,0.3762,36,36.0000,1.0000,19.1237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
