algo,episode,src,dst,path,hops,total_delay_ms,dropped,reward,loss,avg_utilization,avg_queue_util,total_dropped_data,link0_nodes,link0_delay,link0_bandwidth,link0_load,link0_utilization,link0_queue_size_cur,link0_queue_used_cur,link0_queue_util,link0_dropped_data,link1_nodes,link1_delay,link1_bandwidth,link1_load,link1_utilization,link1_queue_size_cur,link1_queue_used_cur,link1_queue_util,link1_dropped_data,link2_nodes,link2_delay,link2_bandwidth,link2_load,link2_utilization,link2_queue_size_cur,link2_queue_used_cur,link2_queue_util,link2_dropped_data,link3_nodes,link3_delay,link3_bandwidth,link3_load,link3_utilization,link3_queue_size_cur,link3_queue_used_cur,link3_queue_util,link3_dropped_data,link4_nodes,link4_delay,link4_bandwidth,link4_load,link4_utilization,link4_queue_size_cur,link4_queue_used_cur,link4_queue_util,link4_dropped_data,link5_nodes,link5_delay,link5_bandwidth,link5_load,link5_utilization,link5_queue_size_cur,link5_queue_used_cur,link5_queue_util,link5_dropped_data,link6_nodes,link6_delay,link6_bandwidth,link6_load,link6_utilization,link6_queue_size_cur,link6_queue_used_cur,link6_queue_util,link6_dropped_data,link7_nodes,link7_delay,link7_bandwidth,link7_load,link7_utilization,link7_queue_size_cur,link7_queue_used_cur,link7_queue_util,link7_dropped_data
DQN,31,7,0,7→5→7→5→4→2→1→0,7,32.0178,0,-0.4224,0.000000,0.0273,0.0596,0.0000,7→5,4.5679,190.1267,90.0000,0.4734,22,44.0000,2.0000,0.0000,5→7,4.5679,190.1267,60.0000,0.3156,22,22.0000,1.0000,0.0000,7→5,4.5679,190.1267,90.0000,0.4734,22,44.0000,2.0000,0.0000,5→4,5.4604,29.9378,16.5557,0.5530,65,65.0000,1.0000,0.0000,4→2,4.0317,129.1453,30.6951,0.2377,43,43.0000,1.0000,0.0000,2→1,3.5565,161.8027,37.9807,0.2347,90,90.0000,1.0000,0.0000,1→0,5.2654,197.5932,37.9807,0.1922,78,78.0000,1.0000,0.0000,,,,,,,,,
DQN,32,0,5,0→1→2→6→4→1→3→5,7,45.5222,1,-0.4740,0.000000,0.0259,0.0344,42.7585,0→1,2.0810,32.8348,8.0000,0.2436,24,24.0000,1.0000,0.0000,1→2,8.4453,124.4432,49.5747,0.3984,26,26.0000,1.0000,4.1000,2→6,9.1882,73.1035,78.9824,1.0804,98,98.0000,1.0000,0.0000,6→4,7.1744,174.1537,51.8789,0.2979,46,46.0000,1.0000,27.1035,4→1,6.7462,113.9825,67.6212,0.5933,95,95.0000,1.0000,0.0000,1→3,6.6782,178.7915,67.6212,0.3782,81,81.0000,1.0000,0.0000,3→5,5.2089,50.5485,61.6917,1.2204,53,53.0000,1.0000,11.5551,,,,,,,,,
DQN,33,1,4,1→2→0→2→0→2→4,6,17.7385,1,-1.0881,0.000000,0.0661,0.0914,134.5452,1→2,9.2952,108.8312,66.3832,0.6100,58,58.0000,1.0000,0.0000,2→0,1.6467,112.8237,278.7664,2.4708,73,146.0000,2.0000,39.8237,0→2,1.6467,112.8237,245.5901,2.1768,73,146.0000,2.0000,0.0000,2→0,1.6467,112.8237,278.7664,2.4708,73,146.0000,2.0000,39.8237,0→2,1.6467,112.8237,245.5901,2.1768,73,146.0000,2.0000,0.0000,2→4,1.8567,20.1023,40.2045,2.0000,71,121.8977,1.7169,94.7215,,,,,,,,,,,,,,,,,,
DQN,34,1,2,1→3→1→3→4→1→2,6,21.8946,1,-0.8169,0.000000,0.0461,0.0488,12.7965,1→3,3.9761,42.9007,143.8583,3.3533,46,92.0000,2.0000,0.0000,3→1,3.9761,42.9007,79.7150,1.8581,46,46.0000,1.0000,0.0000,1→3,3.9761,42.9007,143.8583,3.3533,46,92.0000,2.0000,0.0000,3→4,2.5930,138.0571,50.7363,0.3675,45,45.0000,1.0000,0.0000,4→1,2.6984,173.0938,94.6775,0.5470,98,98.0000,1.0000,0.0000,1→2,4.6749,154.8513,86.1189,0.5561,84,84.0000,1.0000,12.7965,,,,,,,,,,,,,,,,,,
DQN,35,5,0,5→4→3→1→0,4,26.7211,1,0.2246,0.000000,0.0371,0.0815,74.9397,5→4,6.1466,47.6444,36.2423,0.7607,53,53.0000,1.0000,0.0000,4→3,6.5245,130.6526,87.4881,0.6696,58,58.0000,1.0000,7.7305,3→1,9.3247,191.3472,60.0000,0.3136,60,60.0000,1.0000,27.4881,1→0,4.7254,51.8001,25.7211,0.4965,23,23.0000,1.0000,39.7211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,36,1,3,1→2→6→4→6→2→6→2,7,54.1892,0,-3.8542,0.000000,0.1259,0.0259,0.0000,1→2,3.5793,45.1618,30.8335,0.6827,36,36.0000,1.0000,0.0000,2→6,9.4816,24.0084,152.8801,6.3678,98,196.0000,2.0000,0.0000,6→4,6.3416,23.9297,87.9551,3.6756,62,62.0000,1.0000,0.0000,4→6,6.3416,23.9297,69.9022,2.9212,62,62.0000,1.0000,0.0000,6→2,9.4816,24.0084,69.9022,2.9116,98,196.0000,2.0000,0.0000,2→6,9.4816,24.0084,152.8801,6.3678,98,196.0000,2.0000,0.0000,6→2,9.4816,24.0084,69.9022,2.9116,98,196.0000,2.0000,0.0000,,,,,,,,,
DQN,37,5,0,5→7→5→7→6→2→6→4,7,31.2101,0,-3.3702,0.000000,0.0141,0.0268,0.0000,5→7,4.2517,173.4721,66.0000,0.3805,57,114.0000,2.0000,0.0000,7→5,4.2517,173.4721,44.0000,0.2536,57,57.0000,1.0000,0.0000,5→7,4.2517,173.4721,66.0000,0.3805,57,114.0000,2.0000,0.0000,7→6,6.1476,58.4895,11.0000,0.1881,23,23.0000,1.0000,0.0000,6→2,4.0839,27.0163,11.1195,0.4116,92,92.0000,1.0000,0.0000,2→6,4.0839,27.0163,12.8475,0.4755,92,92.0000,1.0000,0.0000,6→4,4.1397,149.0153,33.5219,0.2250,56,56.0000,1.0000,0.0000,,,,,,,,,
DQN,38,2,7,2→0→1→0→1→3→1→3,7,35.6900,1,-3.4463,0.000000,0.0507,0.0462,25.0062,2→0,4.0511,79.0263,11.0000,0.1392,50,50.0000,1.0000,0.0000,0→1,2.7365,88.1518,243.3542,2.7606,53,106.0000,2.0000,0.0000,1→0,2.7365,88.1518,132.4876,1.5029,53,53.0000,1.0000,0.0000,0→1,2.7365,88.1518,243.3542,2.7606,53,106.0000,2.0000,0.0000,1→3,7.8098,198.3458,76.4139,0.3853,36,72.0000,2.0000,16.5844,3→1,7.8098,198.3458,76.0079,0.3832,36,36.0000,1.0000,8.4218,1→3,7.8098,198.3458,76.4139,0.3853,36,72.0000,2.0000,16.5844,,,,,,,,,
DQN,39,4,2,4→1→3→5→3→1→0→1,7,40.2620,1,-3.3242,0.000000,0.0142,0.0471,100.8425,4→1,1.6077,112.2037,81.9461,0.7303,85,85.0000,1.0000,0.0000,1→3,1.5296,127.6141,44.4185,0.3481,34,34.0000,1.0000,58.3647,3→5,9.4335,181.0511,31.3793,0.1733,29,29.0000,1.0000,17.7979,5→3,9.4335,181.0511,41.2866,0.2280,29,29.0000,1.0000,14.6660,3→1,1.5296,127.6141,36.7273,0.2878,34,34.0000,1.0000,10.0139,1→0,8.3640,125.1492,36.7273,0.2935,53,53.0000,1.0000,0.0000,0→1,8.3640,125.1492,36.7273,0.2935,53,53.0000,1.0000,0.0000,,,,,,,,,
DQN,40,0,3,0→1→0→1→0→2→4→5,7,38.7369,1,-3.5731,0.000000,0.0759,0.0351,3.8245,0→1,4.4733,55.4527,91.4118,1.6485,75,150.0000,2.0000,0.0000,1→0,4.4733,55.4527,60.9412,1.0990,75,150.0000,2.0000,0.0000,0→1,4.4733,55.4527,91.4118,1.6485,75,150.0000,2.0000,0.0000,1→0,4.4733,55.4527,60.9412,1.0990,75,150.0000,2.0000,0.0000,0→2,6.6426,89.8677,83.8245,0.9328,40,40.0000,1.0000,3.8245,2→4,8.1431,30.5694,83.8245,2.7421,92,114.6858,1.2466,0.0000,4→5,6.0581,42.7815,61.1387,1.4291,76,76.0000,1.0000,0.0000,,,,,,,,,
DQN,41,6,5,6→7→6→7→5,4,24.8346,1,-0.2418,0.000000,0.0206,0.0188,0.8511,6→7,6.2239,87.8124,72.9208,0.8304,45,90.0000,2.0000,0.0000,7→6,6.2239,87.8124,37.9472,0.4321,45,45.0000,1.0000,0.0000,6→7,6.2239,87.8124,72.9208,0.8304,45,90.0000,2.0000,0.0000,7→5,6.1628,109.6397,51.8775,0.4732,35,35.0000,1.0000,0.8511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,42,3,4,3→5→7→5→3→1→3→5,7,32.5098,1,-3.3416,0.000000,0.0165,0.0124,9.0598,3→5,3.3699,95.3435,32.0000,0.3356,24,48.0000,2.0000,9.0598,5→7,8.8489,128.3815,32.0000,0.2493,65,65.0000,1.0000,0.0000,7→5,8.8489,128.3815,8.0000,0.0623,65,65.0000,1.0000,0.0000,5→3,3.3699,95.3435,8.0000,0.0839,24,24.0000,1.0000,0.0000,3→1,2.3512,169.5267,8.0000,0.0472,99,99.0000,1.0000,0.0000,1→3,2.3512,169.5267,33.0598,0.1950,99,99.0000,1.0000,0.0000,3→5,3.3699,95.3435,32.0000,0.3356,24,48.0000,2.0000,9.0598,,,,,,,,,
DQN,43,3,4,3→5→3→1→3→4,5,17.0333,0,-0.2444,0.000000,0.0515,0.0518,0.0000,3→5,1.9656,62.6064,9.0000,0.1438,58,58.0000,1.0000,0.0000,5→3,1.9656,62.6064,27.6141,0.4411,58,58.0000,1.0000,0.0000,3→1,3.6767,79.3614,31.0954,0.3918,62,62.0000,1.0000,0.0000,1→3,3.6767,79.3614,39.0833,0.4925,62,62.0000,1.0000,0.0000,3→4,5.7487,32.1274,44.9717,1.3998,88,88.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,44,4,2,4→3→5→4→2,4,11.6888,1,0.2163,0.000000,0.0306,0.0715,12.6746,4→3,5.5464,62.2712,23.6955,0.3805,95,95.0000,1.0000,0.0000,3→5,2.7372,87.2090,23.6955,0.2717,93,93.0000,1.0000,0.0000,5→4,1.9518,80.8950,32.9791,0.4077,22,22.0000,1.0000,12.6746,4→2,1.4534,45.7413,32.9791,0.7210,49,49.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,45,6,2,6→7→6→7→6→2,5,34.4096,1,-1.1546,0.000000,0.0644,0.0790,147.3609,6→7,6.7937,191.0003,146.0000,0.7644,46,92.0000,2.0000,75.8681,7→6,6.7937,191.0003,213.8681,1.1197,46,92.0000,2.0000,0.0000,6→7,6.7937,191.0003,146.0000,0.7644,46,92.0000,2.0000,75.8681,7→6,6.7937,191.0003,213.8681,1.1197,46,92.0000,2.0000,0.0000,6→2,7.2349,24.5072,49.0145,2.0000,42,59.4928,1.4165,71.4928,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,46,4,5,4→2→4→2→0→2→4→1,7,36.5980,1,-3.8599,0.000000,0.0216,0.0325,242.9869,4→2,7.9089,180.7635,272.8487,1.5094,52,104.0000,2.0000,51.9496,2→4,7.9089,180.7635,259.7982,1.4372,52,104.0000,2.0000,67.6242,4→2,7.9089,180.7635,272.8487,1.5094,52,104.0000,2.0000,51.9496,2→0,1.2342,170.5160,87.8394,0.5151,94,94.0000,1.0000,0.0000,0→2,1.2342,170.5160,119.6242,0.7015,94,94.0000,1.0000,19.4636,2→4,7.9089,180.7635,259.7982,1.4372,52,104.0000,2.0000,67.6242,4→1,2.4939,101.1962,52.0000,0.5139,26,26.0000,1.0000,103.9496,,,,,,,,,
DQN,47,5,4,5→4,1,8.3252,0,0.9851,0.000000,0.0548,0.1597,0.0000,5→4,8.3252,154.0244,7.0000,0.0454,53,53.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,48,7,1,7→6→2→4→6→2→0→1,7,33.9844,1,-0.6924,0.000000,0.0363,0.0313,19.6817,7→6,9.7479,64.5062,41.6817,0.6462,71,71.0000,1.0000,0.0000,6→2,3.2470,45.1098,88.0000,1.9508,22,44.0000,2.0000,19.6817,2→4,2.4928,167.5385,44.0000,0.2626,89,89.0000,1.0000,0.0000,4→6,5.2156,180.6472,44.0000,0.2436,76,76.0000,1.0000,0.0000,6→2,3.2470,45.1098,88.0000,1.9508,22,44.0000,2.0000,19.6817,2→0,7.6526,62.9814,22.0000,0.3493,42,42.0000,1.0000,0.0000,0→1,2.3814,124.8828,37.6853,0.3018,73,73.0000,1.0000,0.0000,,,,,,,,,
DQN,49,4,3,4→1→4→2→4→5→4→6,7,57.0116,1,-3.7156,0.000000,0.0232,0.0524,75.6975,4→1,8.1777,176.5432,89.6048,0.5076,90,90.0000,1.0000,0.0000,1→4,8.1777,176.5432,89.6048,0.5076,90,90.0000,1.0000,0.0000,4→2,7.2859,141.3476,65.0000,0.4599,65,65.0000,1.0000,24.6048,2→4,7.2859,141.3476,65.0000,0.4599,65,65.0000,1.0000,0.0000,4→5,9.5032,100.1478,25.0000,0.2496,25,25.0000,1.0000,40.0000,5→4,9.5032,100.1478,36.1427,0.3609,25,25.0000,1.0000,11.0926,4→6,7.0781,171.4016,36.1427,0.2109,85,85.0000,1.0000,0.0000,,,,,,,,,
DQN,50,6,7,6→7,1,7.6272,0,0.9718,0.000000,0.0753,0.1540,0.0000,6→7,7.6272,59.9517,16.0000,0.2669,85,85.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,51,2,4,2→1→0→2→0→2→6→2,7,39.9022,1,-3.5109,0.000000,0.0384,0.0279,14.4166,2→1,1.3260,131.8625,10.0000,0.0758,94,94.0000,1.0000,0.0000,1→0,4.7337,42.2942,10.0000,0.2364,81,81.0000,1.0000,0.0000,0→2,4.6940,120.2481,162.7830,1.3537,43,86.0000,2.0000,11.8168,2→0,4.6940,120.2481,140.8168,1.1711,43,43.0000,1.0000,2.5998,0→2,4.6940,120.2481,162.7830,1.3537,43,86.0000,2.0000,11.8168,2→6,9.8803,35.9190,44.4820,1.2384,68,68.0000,1.0000,0.0000,6→2,9.8803,35.9190,44.4820,1.2384,68,68.0000,1.0000,0.0000,,,,,,,,,
DQN,52,0,6,0→2→4→3→4→2→4→3,7,21.3563,0,-3.3675,0.000000,0.0533,0.0177,0.0000,0→2,1.0673,48.9882,12.0000,0.2450,99,99.0000,1.0000,0.0000,2→4,2.8687,121.3644,40.6605,0.3350,67,134.0000,2.0000,0.0000,4→3,3.8943,35.4595,76.1200,2.1467,57,114.0000,2.0000,0.0000,3→4,3.8943,35.4595,57.8833,1.6324,57,57.0000,1.0000,0.0000,4→2,2.8687,121.3644,22.4238,0.1848,67,67.0000,1.0000,0.0000,2→4,2.8687,121.3644,40.6605,0.3350,67,134.0000,2.0000,0.0000,4→3,3.8943,35.4595,76.1200,2.1467,57,114.0000,2.0000,0.0000,,,,,,,,,
DQN,53,7,0,7→5→3→5→4→5→3→4,7,25.3923,1,-3.3994,0.000000,0.0230,0.0276,7.4295,7→5,6.0671,105.1197,12.0000,0.1142,63,63.0000,1.0000,0.0000,5→3,1.5972,63.4328,52.6355,0.8298,68,136.0000,2.0000,0.0000,3→5,1.5972,63.4328,52.6355,0.8298,68,68.0000,1.0000,0.0000,5→4,6.4937,162.3557,71.4295,0.4400,32,32.0000,1.0000,0.0000,4→5,6.4937,162.3557,32.0000,0.1971,32,32.0000,1.0000,7.4295,5→3,1.5972,63.4328,52.6355,0.8298,68,136.0000,2.0000,0.0000,3→4,1.5464,118.7998,51.9563,0.4373,94,94.0000,1.0000,0.0000,,,,,,,,,
DQN,54,0,7,0→1→0→1→2→4→5→3,7,48.5791,0,-3.1013,0.000000,0.0247,0.0307,0.0000,0→1,8.7371,128.4351,42.0000,0.3270,71,142.0000,2.0000,0.0000,1→0,8.7371,128.4351,28.0000,0.2180,71,71.0000,1.0000,0.0000,0→1,8.7371,128.4351,42.0000,0.3270,71,142.0000,2.0000,0.0000,1→2,3.2850,61.4186,7.0000,0.1140,31,31.0000,1.0000,0.0000,2→4,4.4175,186.3705,7.9490,0.0427,70,70.0000,1.0000,0.0000,4→5,6.7827,185.3596,7.9490,0.0429,83,83.0000,1.0000,0.0000,5→3,7.8825,100.5291,7.9490,0.0791,51,51.0000,1.0000,0.0000,,,,,,,,,
DQN,55,0,6,0→1→0→2→1→0→2→4,7,35.3592,1,-3.6978,0.000000,0.0457,0.0308,15.3894,0→1,2.9976,40.5033,17.0375,0.4206,55,55.0000,1.0000,0.0000,1→0,2.9976,40.5033,102.2247,2.5239,55,110.0000,2.0000,0.0000,0→2,6.9338,160.5654,68.1498,0.4244,85,170.0000,2.0000,0.0000,2→1,3.8465,56.9468,51.1124,0.8975,80,80.0000,1.0000,0.0000,1→0,2.9976,40.5033,102.2247,2.5239,55,110.0000,2.0000,0.0000,0→2,6.9338,160.5654,68.1498,0.4244,85,170.0000,2.0000,0.0000,2→4,8.6524,193.6246,41.8682,0.2162,30,30.0000,1.0000,15.3894,,,,,,,,,
DQN,56,2,4,2→1→2→0→2→4,5,19.2059,1,-0.1702,0.000000,0.0130,0.0417,0.9277,2→1,4.3888,74.6008,14.0000,0.1877,67,67.0000,1.0000,0.0000,1→2,4.3888,74.6008,14.0000,0.1877,67,67.0000,1.0000,0.0000,2→0,1.5114,159.8433,78.9277,0.4938,87,87.0000,1.0000,0.0000,0→2,1.5114,159.8433,78.9277,0.4938,87,87.0000,1.0000,0.0000,2→4,7.4055,174.5182,78.0000,0.4469,78,78.0000,1.0000,0.9277,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,57,2,7,2→6→4→2→4→3→5→3,7,32.6783,1,-3.1045,0.000000,0.0196,0.0302,2.6072,2→6,6.3119,46.3585,15.8800,0.3425,83,83.0000,1.0000,0.0000,6→4,4.7503,20.6509,16.9325,0.8199,38,38.0000,1.0000,0.0000,4→2,4.4925,119.9018,16.9325,0.1412,66,66.0000,1.0000,0.0000,2→4,4.4925,119.9018,16.9325,0.1412,66,66.0000,1.0000,0.0000,4→3,7.8536,186.0930,16.9325,0.0910,85,85.0000,1.0000,0.0000,3→5,2.3887,187.7230,23.5567,0.1255,27,27.0000,1.0000,0.0000,5→3,2.3887,187.7230,33.0505,0.1761,27,27.0000,1.0000,2.6072,,,,,,,,,
DQN,58,6,1,6→2→0→1,3,23.2991,1,0.6431,0.000000,0.0375,0.0627,3.8670,6→2,8.3783,107.0244,28.6514,0.2677,53,53.0000,1.0000,0.0000,2→0,8.9148,105.0632,28.6514,0.2727,84,84.0000,1.0000,0.0000,0→1,6.0060,82.1967,59.2157,0.7204,42,42.0000,1.0000,3.8670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,59,1,7,1→3→4→1→4→5→4→2,7,35.6394,1,-3.5522,0.000000,0.0501,0.0272,39.2672,1→3,1.6441,188.0099,65.8944,0.3505,84,84.0000,1.0000,0.0000,3→4,3.8010,22.2438,65.8944,2.9624,97,118.4067,1.2207,0.0000,4→1,5.9145,130.9950,93.1864,0.7114,94,94.0000,1.0000,0.0000,1→4,5.9145,130.9950,93.1864,0.7114,94,94.0000,1.0000,0.0000,4→5,7.3691,164.2428,107.7513,0.6560,54,54.0000,1.0000,5.6366,5→4,7.3691,164.2428,98.4971,0.5997,54,54.0000,1.0000,10.9474,4→2,3.6270,31.5151,60.0805,1.9064,35,35.0000,1.0000,22.6832,,,,,,,,,
DQN,60,0,6,0→2→4→6,3,14.2392,0,0.8327,0.000000,0.0313,0.0619,0.0000,0→2,4.1159,125.3266,7.0000,0.0559,45,45.0000,1.0000,0.0000,2→4,1.3268,173.9295,7.0000,0.0402,91,91.0000,1.0000,0.0000,4→6,8.7965,186.0301,72.7474,0.3911,42,42.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,61,4,0,4→6→2→0,3,14.5903,1,0.6031,0.000000,0.0527,0.1113,27.7656,4→6,6.0184,197.2293,47.6499,0.2416,55,55.0000,1.0000,0.0000,6→2,6.3662,67.5261,20.1156,0.2979,20,20.0000,1.0000,27.7656,2→0,2.2058,112.0111,20.1156,0.1796,63,63.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,62,5,3,5→7→5→4→3,4,17.5250,1,0.1401,0.000000,0.0297,0.0580,28.6807,5→7,2.1622,166.9443,63.3404,0.3794,38,38.0000,1.0000,3.3404,7→5,2.1622,166.9443,38.0000,0.2276,38,38.0000,1.0000,25.3404,5→4,5.4854,125.8883,43.9842,0.3494,99,99.0000,1.0000,0.0000,4→3,7.7152,57.5562,52.0632,0.9046,74,74.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,63,0,7,0→1→2→6→2→0→2→4,7,36.1026,1,-3.4797,0.000000,0.0175,0.0275,22.5498,0→1,8.5386,107.1892,10.0000,0.0933,93,93.0000,1.0000,0.0000,1→2,2.4794,146.9227,10.0000,0.0681,57,57.0000,1.0000,0.0000,2→6,6.6042,112.5775,10.0000,0.0888,94,94.0000,1.0000,0.0000,6→2,6.6042,112.5775,44.0196,0.3910,94,94.0000,1.0000,0.0000,2→0,1.4385,22.9684,22.2651,0.9694,22,22.0000,1.0000,22.2847,0→2,1.4385,22.9684,22.0000,0.9578,22,22.0000,1.0000,0.2651,2→4,8.9992,117.9377,32.7206,0.2774,63,63.0000,1.0000,0.0000,,,,,,,,,
DQN,64,2,7,2→6→7,2,12.9582,1,0.8000,0.000000,0.0398,0.1016,17.9236,2→6,6.4230,145.0159,63.9236,0.4408,55,55.0000,1.0000,0.0000,6→7,6.5352,180.2464,46.0000,0.2552,46,46.0000,1.0000,17.9236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,65,3,0,3→4→5→3→1→4→3→5,7,26.9699,1,-3.5461,0.000000,0.0233,0.0428,26.8923,3→4,2.4268,95.0695,45.0884,0.4743,73,73.0000,1.0000,0.0000,4→5,1.5156,58.2814,45.0884,0.7736,90,90.0000,1.0000,0.0000,5→3,3.8589,34.9285,38.2668,1.0956,36,36.0000,1.0000,11.3552,3→1,4.1504,90.0801,51.4750,0.5714,41,41.0000,1.0000,1.0653,1→4,8.7326,73.5193,42.3383,0.5759,39,39.0000,1.0000,9.1368,4→3,2.4268,95.0695,44.6733,0.4699,73,73.0000,1.0000,0.0000,3→5,3.8589,34.9285,39.3383,1.1263,36,36.0000,1.0000,5.3350,,,,,,,,,
DQN,66,6,0,6→2→4→2→4→2→4→6,7,60.8877,1,-3.8531,0.000000,0.0356,0.0358,184.1131,6→2,9.1621,123.2347,26.5664,0.2156,72,72.0000,1.0000,0.0000,2→4,8.6696,169.8259,855.0410,5.0348,80,240.0000,3.0000,0.0000,4→2,8.6696,169.8259,154.8776,0.9120,80,160.0000,2.0000,74.8776,2→4,8.6696,169.8259,855.0410,5.0348,80,240.0000,3.0000,0.0000,4→2,8.6696,169.8259,154.8776,0.9120,80,160.0000,2.0000,74.8776,2→4,8.6696,169.8259,855.0410,5.0348,80,240.0000,3.0000,0.0000,4→6,8.3775,163.8838,62.3579,0.3805,54,54.0000,1.0000,109.2355,,,,,,,,,
DQN,67,0,7,0→1→4→3→5→4→1→4,7,47.1610,1,-3.1130,0.000000,0.0132,0.0069,8.2950,0→1,9.8936,78.8455,27.7782,0.3523,40,40.0000,1.0000,0.0000,1→4,9.4588,193.0269,64.0733,0.3319,70,140.0000,2.0000,0.0000,4→3,1.7043,156.4438,55.7782,0.3565,28,28.0000,1.0000,8.2950,3→5,5.4217,146.8025,36.2950,0.2472,83,83.0000,1.0000,0.0000,5→4,1.7648,170.5008,36.2950,0.2129,96,96.0000,1.0000,0.0000,4→1,9.4588,193.0269,36.2950,0.1880,70,70.0000,1.0000,0.0000,1→4,9.4588,193.0269,64.0733,0.3319,70,140.0000,2.0000,0.0000,,,,,,,,,
DQN,68,5,6,5→4→3→5→4→2→4→2,7,43.5067,1,-3.6207,0.000000,0.0656,0.0236,46.4611,5→4,9.4205,132.3852,229.4002,1.7328,69,138.0000,2.0000,0.0000,4→3,3.4367,79.0116,167.5304,2.1203,63,63.0000,1.0000,25.9307,3→5,1.2798,150.1281,98.0000,0.6528,49,49.0000,1.0000,20.5304,5→4,9.4205,132.3852,229.4002,1.7328,69,138.0000,2.0000,0.0000,4→2,6.6498,116.9021,147.2970,1.2600,81,162.0000,2.0000,0.0000,2→4,6.6498,116.9021,155.3074,1.3285,81,81.0000,1.0000,0.0000,4→2,6.6498,116.9021,147.2970,1.2600,81,162.0000,2.0000,0.0000,,,,,,,,,
DQN,69,6,4,6→7→5→3→4,4,32.7732,0,0.4718,0.000000,0.0394,0.0677,0.0000,6→7,3.7996,92.0120,43.6250,0.4741,89,89.0000,1.0000,0.0000,7→5,9.3216,131.6146,43.6250,0.3315,61,61.0000,1.0000,0.0000,5→3,9.7700,27.0775,50.1990,1.8539,57,57.0000,1.0000,0.0000,3→4,9.8820,172.8905,69.6236,0.4027,86,86.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,70,2,3,2→0→2→1→4→5→4→6,7,35.3110,0,-3.1074,0.000000,0.0080,0.0204,0.0000,2→0,5.5915,26.4845,9.0000,0.3398,66,66.0000,1.0000,0.0000,0→2,5.5915,26.4845,10.0314,0.3788,66,66.0000,1.0000,0.0000,2→1,5.4738,67.4389,15.7901,0.2341,55,55.0000,1.0000,0.0000,1→4,1.8390,33.1474,16.4591,0.4965,94,94.0000,1.0000,0.0000,4→5,3.6579,96.5761,16.4591,0.1704,46,46.0000,1.0000,0.0000,5→4,3.6579,96.5761,16.4591,0.1704,46,46.0000,1.0000,0.0000,4→6,9.4993,148.6850,16.4591,0.1107,96,96.0000,1.0000,0.0000,,,,,,,,,
DQN,71,0,5,0→1→3→1→2→1→0→1,7,19.0528,1,-3.6082,0.000000,0.0243,0.0256,106.6834,0→1,1.7861,99.3834,113.4334,1.1414,96,192.0000,2.0000,0.0000,1→3,5.2008,198.2796,154.5651,0.7795,57,57.0000,1.0000,50.1183,3→1,5.2008,198.2796,57.0000,0.2875,57,57.0000,1.0000,45.6250,1→2,1.6465,59.6236,49.0000,0.8218,49,49.0000,1.0000,8.0000,2→1,1.6465,59.6236,51.9401,0.8711,49,49.0000,1.0000,2.9401,1→0,1.7861,99.3834,51.9401,0.5226,96,96.0000,1.0000,0.0000,0→1,1.7861,99.3834,113.4334,1.1414,96,192.0000,2.0000,0.0000,,,,,,,,,
DQN,72,4,1,4→5→7→6→2→1,5,36.9853,0,0.4569,0.000000,0.0165,0.0346,0.0000,4→5,9.5464,140.4267,7.0000,0.0498,34,34.0000,1.0000,0.0000,5→7,8.6469,72.7468,7.0000,0.0962,44,44.0000,1.0000,0.0000,7→6,4.5560,164.0141,7.0000,0.0427,96,96.0000,1.0000,0.0000,6→2,9.7014,146.6585,7.0000,0.0477,80,80.0000,1.0000,0.0000,2→1,4.5345,76.3986,7.0000,0.0916,85,85.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,73,6,7,6→7,1,9.2379,0,0.9503,0.000000,0.0676,0.1569,0.0000,6→7,9.2379,113.3445,52.2354,0.4609,45,45.0000,1.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
